,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
7771,US,Napa Valley,,85,23.0,California,Markham 2009 Merlot (Napa Valley),Merlot,Markham,2009
7772,Italy,Brunello di Montalcino,,89,55.0,Tuscany,Col d'Orcia 2009 Brunello di Montalcino,Sangiovese,Col d'Orcia,2009
7773,Australia,Eden Valley,Virgilius,89,40.0,South Australia,Yalumba 2009 Virgilius Viognier (Eden Valley),Viognier,Yalumba,2009
7774,Italy,Montefalco Sagrantino,,93,38.0,Central Italy,Cantina Fratelli Pardi 2009 Montefalco Sagrantino,Sagrantino,Cantina Fratelli Pardi,2009
7775,France,Champagne,L'Intemporelle Grand Cru Brut,92,100.0,Champagne,Mailly Grand Cru 2009 L'Intemporelle Grand Cru Brut (Champagne),Champagne Blend,Mailly Grand Cru,2009
7776,France,Bordeaux Blanc,Barrel sample,90,,Bordeaux,Le Nardian 2009 Barrel sample (Bordeaux Blanc),Bordeaux-style White Blend,Le Nardian,2009
7777,US,Columbia Valley (WA),Proprietary Red,93,55.0,Washington,Pamplin 2009 Proprietary Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pamplin,2009
7778,US,Red Mountain,Artz Vineyard,87,32.0,Washington,Elsom Cellars 2009 Artz Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Elsom Cellars,2009
7779,Chile,,Reserva,82,9.0,Maipo Valley,Santa Alicia 2009 Reserva Chardonnay (Maipo Valley),Chardonnay,Santa Alicia,2009
7780,France,Moulin-à-Vent,Cuvée Elevé en FÃ»t de ChÃªne,87,,Beaujolais,Georges Duboeuf 2009 Cuvée Elevé en FÃ»t de ChÃªne (Moulin-à-Vent),Gamay,Georges Duboeuf,2009
7781,France,Cahors,No 46,89,19.0,Southwest France,Château du Cayrou 2009 No 46 Malbec (Cahors),Malbec,Château du Cayrou,2009
7782,Chile,,Gold Carménère-Cabernet Sauvignon-Cabernet Franc-Petit Verdot,92,24.0,Colchagua Valley,Estampa 2009 Gold Carménère-Cabernet Sauvignon-Cabernet Franc-Petit Verdot Red (Colchagua Valley),Red Blend,Estampa,2009
7783,Spain,Rioja,Crianza,87,12.0,Northern Spain,Castillo Clavijo 2009 Crianza (Rioja),Tempranillo-Garnacha,Castillo Clavijo,2009
7784,US,Calaveras County,*%#&@!,91,18.0,California,Twisted Oak 2009 *%#&@! Red (Calaveras County),Rhône-style Red Blend,Twisted Oak,2009
7785,Portugal,,Monte Cascas Grand Reserva,93,38.0,Douro,Casca Wines 2009 Monte Cascas Grand Reserva Red (Douro),Portuguese Red,Casca Wines,2009
7786,Chile,,,83,13.0,Central Valley,Maniña 2009 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Maniña,2009
7787,Portugal,,Cape Roca Boat,88,25.0,Douro,Casca Wines 2009 Cape Roca Boat Red (Douro),Portuguese Red,Casca Wines,2009
7788,Australia,Langhorne Creek,The Love Symbol Single Site Savignin Blanc,88,15.0,South Australia,Zonte's Footstep 2009 The Love Symbol Single Site Savignin Blanc Savagnin (Langhorne Creek),Savagnin,Zonte's Footstep,2009
7789,Portugal,,Domingos Touriga Nacional & Syrah,91,15.0,Setubal,José Maria da Fonseca 2009 Domingos Touriga Nacional & Syrah Red (Setubal),Portuguese Red,José Maria da Fonseca,2009
7790,Portugal,,Quinta do Cachão Vintage,89,,Port,Messias 2009 Quinta do Cachão Vintage (Port),Port,Messias,2009
7791,US,Rattlesnake Hills,,88,14.0,Washington,Roza Ridge 2009 Merlot (Rattlesnake Hills),Merlot,Roza Ridge,2009
7792,US,Alexander Valley,,89,48.0,California,Trione 2009 Red (Alexander Valley),Bordeaux-style Red Blend,Trione,2009
7793,South Africa,,Platinum,90,30.0,Elgin,Rudera 2009 Platinum Chenin Blanc (Elgin),Chenin Blanc,Rudera,2009
7794,Italy,Fiano di Avellino,Gaudium,90,,Southern Italy,I Capitani 2009 Gaudium (Fiano di Avellino),Fiano,I Capitani,2009
7795,US,Alexander Valley,,88,38.0,California,Wattle Creek 2009 Malbec (Alexander Valley),Malbec,Wattle Creek,2009
7796,US,Napa Valley,,83,20.0,California,Starmont 2009 Chardonnay (Napa Valley),Chardonnay,Starmont,2009
7797,US,Russian River Valley,,87,48.0,California,CULT 2009 Pinot Noir (Russian River Valley),Pinot Noir,CULT,2009
7798,Chile,,Reserva Especial,87,20.0,Limarí Valley,Los Molles 2009 Reserva Especial Chardonnay (Limarí Valley),Chardonnay,Los Molles,2009
7799,US,Santa Lucia Highlands,Doctor's Vineyard,95,56.0,California,Testarossa 2009 Doctor's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,2009
7800,US,California,,82,11.0,California,McManis 2009 Viognier (California),Viognier,McManis,2009
7801,France,Alsace,Clos Saint Urbain Rangen de Thann Grand Cru,95,74.0,Alsace,Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht,2009
7802,US,Paso Robles,Private Reserve,87,38.0,California,Dunning Vineyards 2009 Private Reserve Zinfandel (Paso Robles),Zinfandel,Dunning Vineyards,2009
7803,Spain,Penedès,Blanc Selecció,86,15.0,Catalonia,Huguet de Can Feixes 2009 Blanc Selecció White (Penedès),White Blend,Huguet de Can Feixes,2009
7804,France,Listrac-Médoc,,88,35.0,Bordeaux,Château L'Ermitage 2009 Listrac-Médoc,Bordeaux-style Red Blend,Château L'Ermitage,2009
7805,Italy,Brunello di Montalcino,Vigna Manapetra Riserva,87,58.0,Tuscany,Fattoria La Lecciaia 2009 Vigna Manapetra Riserva (Brunello di Montalcino),Sangiovese,Fattoria La Lecciaia,2009
7806,US,Anderson Valley,Jolie,86,66.0,California,Maggy Hawk 2009 Jolie Pinot Noir (Anderson Valley),Pinot Noir,Maggy Hawk,2009
7807,US,Sta. Rita Hills,Naughty Little Hillsides,88,23.0,California,Babcock 2009 Naughty Little Hillsides Pinot Gris (Sta. Rita Hills),Pinot Gris,Babcock,2009
7808,Spain,Vino de la Tierra de Castilla,Cala N. 1,88,15.0,Central Spain,Tinedo 2009 Cala N. 1 Tempranillo-Shiraz (Vino de la Tierra de Castilla),Tempranillo-Shiraz,Tinedo,2009
7809,Chile,,Reserva de Familia,90,20.0,Maipo Valley,Santa Carolina 2009 Reserva de Familia Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Carolina,2009
7810,Portugal,,Guadalupe Selection Branco,90,20.0,Alentejano,Quinta do Quetzal 2009 Guadalupe Selection Branco Antão Vaz (Alentejano),Antão Vaz,Quinta do Quetzal,2009
7811,US,Santa Ynez Valley,,86,19.0,California,J Ludlow 2009 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,J Ludlow,2009
7812,US,Dundee Hills,Estate Selection,87,34.0,Oregon,Erath 2009 Estate Selection Pinot Noir (Dundee Hills),Pinot Noir,Erath,2009
7813,Italy,Isola dei Nuraghi,Siray,89,,Sicily & Sardinia,Pala 2009 Siray Red (Isola dei Nuraghi),Red Blend,Pala,2009
7814,US,Sierra Foothills,Phil's Selection,87,25.0,California,Sierra Starr 2009 Phil's Selection Zinfandel (Sierra Foothills),Zinfandel,Sierra Starr,2009
7815,South Africa,,The Wolftrap,85,10.0,Franschhoek,Boekenhoutskloof 2009 The Wolftrap White (Franschhoek),White Blend,Boekenhoutskloof,2009
7816,Spain,Penedès,Gran Coronas,86,24.0,Catalonia,Torres 2009 Gran Coronas Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Torres,2009
7817,Chile,,Gold Reserve,86,14.0,Maule Valley,P.K.N.T. 2009 Gold Reserve Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,P.K.N.T.,2009
7818,US,Anderson Valley,,87,18.0,California,Handley 2009 Gewürztraminer (Anderson Valley),Gewürztraminer,Handley,2009
7819,Italy,Brunello di Montalcino,,89,80.0,Tuscany,Poggio Antico 2009 Brunello di Montalcino,Sangiovese,Poggio Antico,2009
7820,Italy,Montepulciano d'Abruzzo,Riserva Colle Secco,84,14.0,Central Italy,Cantina Tollo 2009 Riserva Colle Secco (Montepulciano d'Abruzzo),Montepulciano,Cantina Tollo,2009
7821,Italy,Amarone della Valpolicella Classico,Riserva Sergio Zenato,92,107.0,Veneto,Zenato 2009 Riserva Sergio Zenato (Amarone della Valpolicella Classico),Red Blend,Zenato,2009
7822,US,Santa Maria Valley,Bien Nacido Vineyard N Block,91,65.0,California,Tyler 2009 Bien Nacido Vineyard N Block Pinot Noir (Santa Maria Valley),Pinot Noir,Tyler,2009
7823,New Zealand,,,87,10.0,Marlborough,Frenzy 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Frenzy,2009
7824,Italy,Toscana,Badiola,88,15.0,Tuscany,Mazzei 2009 Badiola Red (Toscana),Red Blend,Mazzei,2009
7825,US,Yakima Valley,Copeland Vineyard,89,25.0,Washington,Two Mountain 2009 Copeland Vineyard Syrah (Yakima Valley),Syrah,Two Mountain,2009
7826,US,Russian River Valley,Ritchie Vineyard,92,40.0,California,Bjornstad 2009 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Bjornstad,2009
7827,Italy,Barbaresco,,89,35.0,Piedmont,Castello di Neive 2009 Barbaresco,Nebbiolo,Castello di Neive,2009
7828,Spain,Priorat,Loidana,85,30.0,Catalonia,Marco Abella 2009 Loidana Red (Priorat),Red Blend,Marco Abella,2009
7829,Italy,Beneventano,,87,,Southern Italy,Vesevo 2009 Aglianico (Beneventano),Aglianico,Vesevo,2009
7830,Italy,Alto Adige,Grauer,88,29.0,Northeastern Italy,Erste Neue 2009 Grauer Pinot Grigio (Alto Adige),Pinot Grigio,Erste Neue,2009
7831,US,Walla Walla Valley (WA),,84,24.0,Washington,Righteous 2009 Malbec (Walla Walla Valley (WA)),Malbec,Righteous,2009
7832,Italy,Umbria,,88,,Central Italy,Cantina Novelli 2009 Pecorino (Umbria),Pecorino,Cantina Novelli,2009
7833,Argentina,Mendoza,Plus ++,87,27.0,Mendoza Province,Trapezio 2009 Plus ++ Merlot-Cabernet Franc (Mendoza),Merlot-Cabernet Franc,Trapezio,2009
7834,US,Yorkville Highlands,Rennie Vineyard,86,25.0,California,Yorkville Cellars 2009 Rennie Vineyard Merlot (Yorkville Highlands),Merlot,Yorkville Cellars,2009
7835,US,Rutherford,Bosché Vineyard,94,100.0,California,Freemark Abbey 2009 Bosché Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey,2009
7836,France,Châteauneuf-du-Pape,,86,39.0,Rhône Valley,Domaine de Nalys 2009 White (Châteauneuf-du-Pape),Rhône-style White Blend,Domaine de Nalys,2009
7837,Italy,Amarone della Valpolicella Classico,,91,34.0,Veneto,Brunelli 2009 Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Brunelli,2009
7838,Spain,Cava,de Nit,92,26.0,Catalonia,Raventós I Blanc 2009 de Nit Sparkling (Cava),Sparkling Blend,Raventós I Blanc,2009
7839,US,Napa Valley,37.2 Cuvee,92,75.0,California,Coup de Foudre 2009 37.2 Cuvee Red (Napa Valley),Bordeaux-style Red Blend,Coup de Foudre,2009
7840,Italy,Brunello di Montalcino,,86,60.0,Tuscany,Talenti 2009 Brunello di Montalcino,Sangiovese,Talenti,2009
7841,US,Mendocino County,,89,14.0,California,Bonterra 2009 Chardonnay (Mendocino County),Chardonnay,Bonterra,2009
7842,US,Chehalem Mountains,Lia's Vineyard,85,24.0,Oregon,Longplay 2009 Lia's Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Longplay,2009
7843,US,Russian River Valley,,91,30.0,California,La Crema 2009 Chardonnay (Russian River Valley),Chardonnay,La Crema,2009
7844,Austria,,Reserve,90,,Kamptal,Loimer 2009 Reserve Riesling (Kamptal),Riesling,Loimer,2009
7845,France,Juliénas,Sélection,87,,Beaujolais,Georges Duboeuf 2009 Sélection (Juliénas),Gamay,Georges Duboeuf,2009
7846,France,Sancerre,Les Royaux,89,50.0,Loire Valley,Domaine Laporte 2009 Les Royaux (Sancerre),Pinot Noir,Domaine Laporte,2009
7847,Argentina,Uco Valley,Reserve,87,20.0,Mendoza Province,Filus 2009 Reserve Malbec (Uco Valley),Malbec,Filus,2009
7848,Italy,Barolo,Leon Riserva,92,75.0,Piedmont,Rivetto 2009 Leon Riserva (Barolo),Nebbiolo,Rivetto,2009
7849,Italy,Toscana,,87,19.0,Tuscany,Mocine 2009 Red (Toscana),Red Blend,Mocine,2009
7850,Chile,,Dry Farming,89,15.0,Cauquenes Valley,Santa Carolina 2009 Dry Farming Carignan (Cauquenes Valley),Carignan,Santa Carolina,2009
7851,Italy,Barolo,Bricco Pernice,93,98.0,Piedmont,Elvio Cogno 2009 Bricco Pernice (Barolo),Nebbiolo,Elvio Cogno,2009
7852,US,Sonoma Coast,,85,38.0,California,Pfendler 2009 Chardonnay (Sonoma Coast),Chardonnay,Pfendler,2009
7853,Chile,,Reserva,87,16.0,Limarí Valley,Los Molles 2009 Reserva Syrah (Limarí Valley),Syrah,Los Molles,2009
7854,US,Arroyo Seco,,84,13.0,California,Jekel 2009 Chardonnay (Arroyo Seco),Chardonnay,Jekel,2009
7855,US,New York,Dry,87,14.0,New York,Heron Hill 2009 Dry Riesling (New York),Riesling,Heron Hill,2009
7856,France,Vin de Pays d'Oc,Nord Sud,86,14.0,Languedoc-Roussillon,Laurent Miquel 2009 Nord Sud Viognier (Vin de Pays d'Oc),Viognier,Laurent Miquel,2009
7857,Argentina,Mendoza,,85,10.0,Mendoza Province,Gouguenheim Winery 2009 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Gouguenheim Winery,2009
7858,US,Lake County,,87,26.0,California,Mt. Konocti Winery 2009 Tempranillo (Lake County),Tempranillo,Mt. Konocti Winery,2009
7859,France,Romanée-St.-Vivant,Les Quatre Journaux,93,425.0,Burgundy,Louis Latour 2009 Les Quatre Journaux (Romanée-St.-Vivant),Pinot Noir,Louis Latour,2009
7860,US,Russian River Valley,,87,35.0,California,J Vineyards & Winery 2009 Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2009
7861,Spain,Rioja,Glorioso Gran Reserva,90,38.0,Northern Spain,Bodegas Palacio 2009 Glorioso Gran Reserva (Rioja),Tempranillo,Bodegas Palacio,2009
7862,US,Horse Heaven Hills,Andreas Cabernet Sauvignon Wallula Vineyard,92,80.0,Washington,Den Hoed 2009 Andreas Cabernet Sauvignon Wallula Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Den Hoed,2009
7863,US,Sonoma County,,88,17.0,California,Stickybeak 2009 Semillon-Sauvignon Blanc (Sonoma County),Semillon-Sauvignon Blanc,Stickybeak,2009
7864,US,Shenandoah Valley (CA),Esola Vineyard-Old Vine,88,20.0,California,Amador Foothill Winery 2009 Esola Vineyard-Old Vine Zinfandel (Shenandoah Valley (CA)),Zinfandel,Amador Foothill Winery,2009
7865,Spain,Priorat,Negre,89,22.0,Catalonia,Finca Tobella 2009 Negre Red (Priorat),Red Blend,Finca Tobella,2009
7866,US,Horse Heaven Hills,,90,25.0,Washington,Chateau Ste. Michelle 2009 Malbec (Horse Heaven Hills),Malbec,Chateau Ste. Michelle,2009
7867,Argentina,Mendoza,,84,9.0,Mendoza Province,Acordeón 2009 Malbec (Mendoza),Malbec,Acordeón,2009
7868,US,Sonoma Valley,Pagani Vineyard,93,45.0,California,St. Francis 2009 Pagani Vineyard Zinfandel (Sonoma Valley),Zinfandel,St. Francis,2009
7869,Italy,Morellino di Scansano,Tempo Riserva,89,,Tuscany,Terre di Talamo 2009 Tempo Riserva (Morellino di Scansano),Sangiovese,Terre di Talamo,2009
7870,Chile,,Late Harvest Botrytis Reserva - 375 ml,85,13.0,Limarí Valley,Los Molles 2009 Late Harvest Botrytis Reserva - 375 ml Muscat (Limarí Valley),Muscat,Los Molles,2009
7871,France,Champagne,Cuvée Royale Blanc de Noirs Brut Nature,89,100.0,Champagne,Joseph Perrier 2009 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne),Pinot Noir,Joseph Perrier,2009
7872,US,Mount Veeder,,87,25.0,California,Mayacamas 2009 Sauvignon Blanc (Mount Veeder),Sauvignon Blanc,Mayacamas,2009
7873,US,Dry Creek Valley,,85,18.0,California,Pezzi King 2009 Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King,2009
7874,Australia,South Australia,Organic,87,16.0,South Australia,Yalumba 2009 Organic Viognier (South Australia),Viognier,Yalumba,2009
7875,US,Russian River Valley,Siebert Ranch,86,35.0,California,Ancient Oak Cellars 2009 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,Ancient Oak Cellars,2009
7876,Spain,Montsant,Vespres,87,28.0,Catalonia,Celler Dosterras 2009 Vespres Red (Montsant),Red Blend,Celler Dosterras,2009
7877,France,Saint-Julien,,94,100.0,Bordeaux,Château Lagrange 2009 Saint-Julien,Bordeaux-style Red Blend,Château Lagrange,2009
7878,Austria,,Rotenpullen,90,20.0,Niederösterreich,Pratsch 2009 Rotenpullen Grüner Veltliner (Niederösterreich),Grüner Veltliner,Pratsch,2009
7879,US,Columbia Valley (WA),,87,15.0,Washington,Apex 2009 Chardonnay (Columbia Valley (WA)),Chardonnay,Apex,2009
7880,US,Columbia Gorge (OR),Pine Grove Vineyard Vintage Select,91,20.0,Oregon,Viento 2009 Pine Grove Vineyard Vintage Select Riesling (Columbia Gorge (OR)),Riesling,Viento,2009
7881,Germany,,Schloss Trocken,85,24.0,Franken,Castell 2009 Schloss Trocken Silvaner (Franken),Silvaner,Castell,2009
7882,US,Russian River Valley,Kylie's Cuvée Dutton Ranch,85,20.0,California,Dutton Estate 2009 Kylie's Cuvée Dutton Ranch Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Dutton Estate,2009
7883,Italy,Delle Venezie,Masianco,87,16.0,Northeastern Italy,Masi 2009 Masianco White (Delle Venezie),White Blend,Masi,2009
7884,US,Finger Lakes,,86,17.0,New York,Ventosa 2009 Riesling (Finger Lakes),Riesling,Ventosa,2009
7885,Israel,,Special Reserve,91,60.0,Galilee,1848 Winery 2009 Special Reserve Red (Galilee),Red Blend,1848 Winery,2009
7886,France,Madiran,L'Excellence de Marty,91,,Southwest France,Domaine Laougué 2009 L'Excellence de Marty Tannat-Cabernet (Madiran),Tannat-Cabernet,Domaine Laougué,2009
7887,Italy,Valpolicella Superiore Ripasso,Tenuta Valleselle Rovertondo,87,,Veneto,Tinazzi 2009 Tenuta Valleselle Rovertondo (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Tinazzi,2009
7888,US,Napa Valley,Five Clones,87,27.0,California,Worthy 2009 Five Clones Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Worthy,2009
7889,Italy,Brunello di Montalcino,Due Sorelle Riserva,87,60.0,Tuscany,Tenuta La Fuga 2009 Due Sorelle Riserva (Brunello di Montalcino),Sangiovese,Tenuta La Fuga,2009
7890,US,Dry Creek Valley,Il Campo,86,39.0,California,Armida 2009 Il Campo Red (Dry Creek Valley),Red Blend,Armida,2009
7891,France,Sauternes,Barrel sample,95,,Bordeaux,Château Lamothe Guignard 2009 Barrel sample (Sauternes),Bordeaux-style White Blend,Château Lamothe Guignard,2009
7892,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Casal di Serra,87,17.0,Central Italy,Umani Ronchi 2009 Casal di Serra (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Umani Ronchi,2009
7893,France,Pessac-Léognan,,94,,Bordeaux,Château Pape Clément 2009 Pessac-Léognan,Bordeaux-style White Blend,Château Pape Clément,2009
7894,Italy,Isonzo del Friuli,,87,22.0,Northeastern Italy,Tenuta Luisa 2009 Sauvignon (Isonzo del Friuli),Sauvignon,Tenuta Luisa,2009
7895,Italy,Aglianico del Vulture,Gricos,87,11.0,Southern Italy,Lucania 2009 Gricos (Aglianico del Vulture),Aglianico,Lucania,2009
7896,US,Sonoma Coast,Precioso,93,75.0,California,Keller 2009 Precioso Pinot Noir (Sonoma Coast),Pinot Noir,Keller,2009
7897,US,Washington,Two Vines,88,8.0,Washington,Columbia Crest 2009 Two Vines Gewürztraminer (Washington),Gewürztraminer,Columbia Crest,2009
7898,US,Virginia,Barrel Fermented,85,27.0,Virginia,Barrel Oak 2009 Barrel Fermented Chardonnay (Virginia),Chardonnay,Barrel Oak,2009
7899,Argentina,Mendoza,Golden Reserve,84,21.0,Mendoza Province,Trivento 2009 Golden Reserve Chardonnay (Mendoza),Chardonnay,Trivento,2009
7900,US,Russian River Valley,Burgonet,91,44.0,California,TR Elliott 2009 Burgonet Pinot Noir (Russian River Valley),Pinot Noir,TR Elliott,2009
7901,France,Sauternes,Barrel sample,97,,Bordeaux,Château la Tour Blanche 2009 Barrel sample (Sauternes),Bordeaux-style White Blend,Château la Tour Blanche,2009
7902,Spain,Rioja,Imperial Gran Reserva,92,70.0,Northern Spain,CVNE 2009 Imperial Gran Reserva (Rioja),Tempranillo Blend,CVNE,2009
7903,Portugal,,Late Bottled Vintage,91,,Port,Barros 2009 Late Bottled Vintage (Port),Port,Barros,2009
7904,US,Russian River Valley,,92,42.0,California,La Rochelle 2009 Pinot Noir (Russian River Valley),Pinot Noir,La Rochelle,2009
7905,US,Sta. Rita Hills,La Encantada Vineyard,85,43.0,California,Due Cani 2009 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Due Cani,2009
7906,South Africa,,,88,20.0,Constantia,Buitenverwachting 2009 Chardonnay (Constantia),Chardonnay,Buitenverwachting,2009
7907,Italy,Sicilia,Cantodoro,89,,Sicily & Sardinia,Feudo Arancio 2009 Cantodoro Red (Sicilia),Red Blend,Feudo Arancio,2009
7908,France,Pouilly-Fuissé,,86,20.0,Burgundy,Barton & Guestier 2009 Pouilly-Fuissé,Chardonnay,Barton & Guestier,2009
7909,France,Beaujolais-Villages,Château des Vierres,86,,Beaujolais,Georges Duboeuf 2009 Château des Vierres (Beaujolais-Villages),Gamay,Georges Duboeuf,2009
7910,Spain,Rioja,Finca Vallobera,89,29.0,Northern Spain,Vallobera 2009 Finca Vallobera (Rioja),Tempranillo,Vallobera,2009
7911,US,Russian River Valley,Starr Ridge Vineyard,93,45.0,California,Davis Family 2009 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,2009
7912,US,Willamette Valley,Truffle Hill,85,20.0,Oregon,Left Coast Cellars 2009 Truffle Hill Chardonnay (Willamette Valley),Chardonnay,Left Coast Cellars,2009
7913,Spain,Rioja,Silver Label Reserva,90,15.0,Northern Spain,Faustino Rivero Ulecia 2009 Silver Label Reserva (Rioja),Tempranillo Blend,Faustino Rivero Ulecia,2009
7914,US,Monterey County,,87,14.0,California,Carmel Road 2009 Riesling (Monterey County),Riesling,Carmel Road,2009
7915,Portugal,,,87,10.0,Alentejano,Alente 2009 White (Alentejano),Portuguese White,Alente,2009
7916,US,Santa Barbara County,Curtis Vineyard,89,18.0,California,a-non-ah-mus 2009 Curtis Vineyard Viognier (Santa Barbara County),Viognier,a-non-ah-mus,2009
7917,Italy,Colli Trevigiani,Dedalo,88,,Northeastern Italy,Vettori 2009 Dedalo White (Colli Trevigiani),White Blend,Vettori,2009
7918,US,Sonoma Valley,Tempranillo,88,22.0,California,Gundlach Bundschu 2009 Tempranillo Rosé (Sonoma Valley),Rosé,Gundlach Bundschu,2009
